DATA:,NODE #93
5,2019-03-01 06:58:41
24,2019-03-01 09:57:23
30,2019-03-01 12:55:53
31,2019-03-01 15:54:35
16,2019-03-01 18:53:05
12,2019-03-01 21:51:40
11,2019-03-02 00:50:22
9,2019-03-02 03:48:59
16,2019-03-02 06:47:29
24,2019-03-02 09:46:16
24,2019-03-02 09:48:15
27,2019-03-02 12:44:49
27,2019-03-02 12:46:49
32,2019-03-02 15:43:16
21,2019-03-02 18:41:52
19,2019-03-02 21:40:28
16,2019-03-03 00:39:03
14,2019-03-03 03:37:39
16,2019-03-03 06:36:26
16,2019-03-03 06:38:34
16,2019-03-03 06:43:33
25,2019-03-03 09:34:51
29,2019-03-03 12:33:30
30,2019-03-03 15:32:05
21,2019-03-03 18:30:38
13,2019-03-03 21:29:21
14,2019-03-04 00:27:49
13,2019-03-04 03:26:25
28,2019-03-04 12:22:21
28,2019-03-04 12:24:26
28,2019-03-04 15:20:52
22,2019-03-04 18:19:26
11,2019-03-04 21:18:04
8,2019-03-05 00:16:46
8,2019-03-05 00:18:50
8,2019-03-05 03:15:15
7,2019-03-05 06:13:52
26,2019-03-05 09:12:26
30,2019-03-05 12:11:03
30,2019-03-05 15:09:39
24,2019-03-05 18:08:13
11,2019-03-05 21:06:49
8,2019-03-06 00:05:29
8,2019-03-06 03:04:02
6,2019-03-06 06:02:39
24,2019-03-06 09:01:14
31,2019-03-06 11:59:51
31,2019-03-06 14:58:24
26,2019-03-06 17:57:00
13,2019-03-06 20:55:39
10,2019-03-06 23:54:12
9,2019-03-07 02:52:49
8,2019-03-07 05:51:24
25,2019-03-07 08:49:59
32,2019-03-07 11:48:41
32,2019-03-07 11:50:45
32,2019-03-07 14:47:17
32,2019-03-07 14:49:21
26,2019-03-07 17:45:51
13,2019-03-07 20:44:23
12,2019-03-07 23:42:59
10,2019-03-08 02:41:36
11,2019-03-08 05:40:17
11,2019-03-08 05:42:20
25,2019-03-08 08:38:45
31,2019-03-08 11:37:28
31,2019-03-08 11:39:33
32,2019-03-08 14:36:00
28,2019-03-08 17:34:35
15,2019-03-08 20:33:10
14,2019-03-08 23:31:49
12,2019-03-09 02:30:23
15,2019-03-09 05:29:01
21,2019-03-09 08:27:40
21,2019-03-09 08:29:42
29,2019-03-09 11:26:08
32,2019-03-09 14:24:47
27,2019-03-09 17:23:20
15,2019-03-09 20:21:56
13,2019-03-09 23:20:32
13,2019-03-10 02:19:08
12,2019-03-10 05:17:46
23,2019-03-10 08:16:29
23,2019-03-10 08:18:33
31,2019-03-10 11:14:59
33,2019-03-10 14:13:31
30,2019-03-10 17:12:10
16,2019-03-10 20:10:43
19,2019-03-10 23:09:21
15,2019-03-11 02:07:55
11,2019-03-11 05:06:31
23,2019-03-11 08:05:16
23,2019-03-11 08:07:26
23,2019-03-11 08:12:28
28,2019-03-11 11:03:43
31,2019-03-11 14:02:26
28,2019-03-11 17:00:59
28,2019-03-11 17:03:04
13,2019-03-11 19:59:30
8,2019-03-11 22:58:06
8,2019-03-12 01:56:41
6,2019-03-12 04:55:19
17,2019-03-12 07:53:59
17,2019-03-12 07:56:07
17,2019-03-12 08:01:12
28,2019-03-12 10:52:29
32,2019-03-12 13:51:04
29,2019-03-12 16:49:43
16,2019-03-12 19:48:16
12,2019-03-12 22:46:54
18,2019-03-13 01:45:33
18,2019-03-13 01:47:38
19,2019-03-13 04:44:03
15,2019-03-13 07:42:43
15,2019-03-13 07:44:50
25,2019-03-13 10:41:14
30,2019-03-13 13:39:53
31,2019-03-13 16:38:27
16,2019-03-13 19:37:00
12,2019-03-13 22:35:38
9,2019-03-14 01:34:12
8,2019-03-14 04:32:47
12,2019-03-14 07:31:25
27,2019-03-14 10:30:03
31,2019-03-14 13:28:37
29,2019-03-14 16:27:14
16,2019-03-14 19:25:47
12,2019-03-14 22:24:30
12,2019-03-14 22:26:39
12,2019-03-14 22:31:52
10,2019-03-15 01:22:58
8,2019-03-15 04:21:33
11,2019-03-15 07:20:10
27,2019-03-15 10:18:50
27,2019-03-15 10:20:54
31,2019-03-15 13:17:20
32,2019-03-15 16:15:57
19,2019-03-15 19:14:34
15,2019-03-15 22:13:13
13,2019-03-16 01:11:45
17,2019-03-16 04:10:21
17,2019-03-16 07:08:56
30,2019-03-16 10:07:35
30,2019-03-16 10:09:40
34,2019-03-16 13:06:07
31,2019-03-16 16:04:47
21,2019-03-16 19:03:23
13,2019-03-16 22:01:54
11,2019-03-17 01:00:32
19,2019-03-17 03:59:12
19,2019-03-17 04:01:17
17,2019-03-17 06:58:03
17,2019-03-17 07:00:14
17,2019-03-17 07:05:09
29,2019-03-17 09:56:17
34,2019-03-17 12:54:54
34,2019-03-17 15:53:29
22,2019-03-17 18:52:10
22,2019-03-17 18:54:19
22,2019-03-17 18:59:29
12,2019-03-17 21:50:40
10,2019-03-18 00:49:20
9,2019-03-18 03:47:52
12,2019-03-18 06:46:28
34,2019-03-18 09:45:06
36,2019-03-18 12:43:44
36,2019-03-18 15:42:29
36,2019-03-18 15:44:42
36,2019-03-18 15:49:50
24,2019-03-18 18:40:49
15,2019-03-18 21:39:27
13,2019-03-19 00:38:02
11,2019-03-19 04:41:01
10,2019-03-19 06:35:21
10,2019-03-19 06:37:21
34,2019-03-19 09:33:50
40,2019-03-28 11:53:30
40,2019-03-28 11:58:38
40,2019-03-28 12:00:42
40,2019-03-28 12:01:48
42,2019-03-28 15:00:31
42,2019-03-28 15:02:33
36,2019-03-28 17:59:06
36,2019-03-28 18:01:17
36,2019-03-28 18:06:24
21,2019-03-28 20:57:36
17,2019-03-28 23:56:11
16,2019-03-29 02:56:52
14,2019-03-29 05:53:22
34,2019-03-29 08:51:59
42,2019-03-29 11:50:38
42,2019-03-29 11:52:43
44,2019-03-29 14:49:12
36,2019-03-29 17:47:47
22,2019-03-29 20:46:22
18,2019-03-29 23:44:53
18,2019-03-30 02:43:40
18,2019-03-30 02:45:40
15,2019-03-30 05:42:03
32,2019-03-30 08:40:48
38,2019-03-30 11:39:16
43,2019-03-30 14:38:00
37,2019-03-30 17:36:34
37,2019-03-30 17:38:46
37,2019-03-30 17:43:51
22,2019-03-30 20:35:09
22,2019-03-30 20:37:12
19,2019-03-30 23:33:39
17,2019-03-31 02:32:15
15,2019-03-31 05:30:57
15,2019-03-31 05:33:01
32,2019-03-31 08:29:40
32,2019-03-31 08:31:46
32,2019-03-31 08:37:17
42,2019-03-31 11:28:02
45,2019-03-31 14:26:39
39,2019-03-31 17:25:15
23,2019-03-31 20:23:50
18,2019-03-31 23:22:24
18,2019-04-01 02:21:03
15,2019-04-01 05:19:41
15,2019-04-01 05:21:45
29,2019-04-01 08:18:11
42,2019-04-01 11:16:47
44,2019-04-01 14:15:31
44,2019-04-01 14:17:37
40,2019-04-01 17:14:00
21,2019-04-01 20:12:36
16,2019-04-01 23:11:12
17,2019-04-02 02:09:48
15,2019-04-02 05:08:30
15,2019-04-02 05:10:37
31,2019-04-02 08:06:59
41,2019-04-02 11:05:44
41,2019-04-02 11:07:51
45,2019-04-02 14:04:12
39,2019-04-10 02:49:50
17,2019-04-10 05:48:26
34,2019-04-10 08:47:01
41,2019-04-10 11:45:36
42,2019-04-10 14:44:18
39,2019-04-10 17:42:49
26,2019-04-10 20:41:25
23,2019-04-10 23:39:59
21,2019-04-11 02:38:35
17,2019-04-11 05:37:11
34,2019-04-11 08:35:49
42,2019-04-11 11:34:31
42,2019-04-11 11:36:36
43,2019-04-11 14:32:57
40,2019-04-11 17:31:40
40,2019-04-11 17:33:47
25,2019-04-11 20:30:22
25,2019-04-11 20:32:18
22,2019-04-11 23:28:46
20,2019-04-12 02:27:20
22,2019-04-12 05:25:59
22,2019-04-12 05:28:04
32,2019-04-12 08:24:33
42,2019-04-12 11:23:05
45,2019-04-12 14:21:45
38,2019-05-03 11:42:52
38,2019-05-03 11:44:55
38,2019-05-03 11:46:21
42,2019-05-03 14:45:01
42,2019-05-03 14:47:15
42,2019-05-03 14:52:29
29,2019-06-19 08:33:16
29,2019-06-19 08:35:41
29,2019-06-19 08:40:44
34,2019-06-19 11:31:58
34,2019-06-19 11:34:00
34,2019-06-19 11:39:08
35,2019-06-19 14:30:34
35,2019-06-19 14:32:36
34,2019-06-19 17:29:05
34,2019-06-19 17:31:13
34,2019-06-19 17:36:19
27,2019-06-19 20:27:39
27,2019-06-19 20:29:48
25,2019-06-19 23:26:20
25,2019-06-19 23:28:26
25,2019-06-19 23:33:37
24,2019-06-20 02:24:54
24,2019-06-20 02:27:00
24,2019-06-20 02:32:06
24,2019-06-20 05:23:22
28,2019-06-20 08:41:54

SENSOR:,Battery Level,Volts
VALUE, TIMESTAMP
3.9,2019-02-14 18:43:08
3.9,2019-02-14 21:41:43
3.9,2019-02-15 00:40:21
3.9,2019-02-15 03:38:55
3.9,2019-02-15 06:37:30
3.9,2019-02-15 09:36:10
3.9,2019-02-15 12:34:44
3.9,2019-02-15 15:33:17
3.9,2019-02-15 18:31:53
3.9,2019-02-15 21:30:36
3.9,2019-02-16 00:29:05
3.9,2019-02-16 03:27:40
3.9,2019-02-16 06:26:15
3.9,2019-02-16 09:24:51
3.9,2019-02-16 12:23:31
3.9,2019-02-16 15:22:10
3.9,2019-02-16 18:20:45
3.9,2019-02-16 21:19:18
3.9,2019-02-17 00:17:50
3.9,2019-02-17 03:16:28
3.9,2019-02-17 06:15:11
3.9,2019-02-17 06:17:11
3.9,2019-02-17 12:12:13
3.9,2019-02-17 12:23:42
3.9,2019-02-17 15:10:49
3.9,2019-02-17 18:09:29
3.9,2019-02-17 21:08:07
3.9,2019-02-18 00:06:40
3.9,2019-02-18 03:05:21
3.9,2019-02-18 03:07:21
3.9,2019-02-18 06:03:47
3.9,2019-02-18 09:02:24
3.9,2019-02-18 12:00:58
3.9,2019-02-18 14:59:34
3.9,2019-02-18 17:58:10
3.9,2019-02-18 20:56:46
3.9,2019-02-18 23:55:25
3.9,2019-02-19 02:54:41
3.9,2019-02-19 05:52:40
3.9,2019-02-19 08:51:14
3.9,2019-02-19 11:49:45
3.9,2019-02-19 14:48:22
3.9,2019-02-19 17:47:01
3.9,2019-02-19 20:45:32
3.9,2019-02-19 23:44:08
3.9,2019-02-20 02:42:48
3.9,2019-02-20 05:41:20
3.9,2019-02-20 08:39:55
3.9,2019-02-20 11:38:34
3.9,2019-02-20 14:37:11
3.9,2019-02-20 17:35:43
3.9,2019-02-20 20:34:22
3.9,2019-02-20 23:32:53
3.9,2019-02-21 02:31:32
3.9,2019-02-21 05:30:13
3.9,2019-02-21 05:32:14
3.9,2019-02-21 08:28:41
3.9,2019-02-21 11:27:16
3.9,2019-02-21 14:26:13
3.9,2019-02-21 17:24:27
3.9,2019-02-21 20:23:03
3.9,2019-02-21 23:21:39
3.9,2019-02-22 02:20:14
3.9,2019-02-22 05:18:51
3.9,2019-02-22 08:17:25
3.9,2019-02-22 11:16:02
3.9,2019-02-22 14:14:38
3.9,2019-02-22 17:13:12
3.9,2019-02-22 20:11:49
3.9,2019-02-22 23:10:23
3.9,2019-02-23 02:08:59
3.9,2019-02-23 05:07:39
3.9,2019-02-23 08:06:10
3.9,2019-02-23 11:04:46
3.9,2019-02-23 14:03:21
3.9,2019-02-23 17:01:57
3.9,2019-02-23 20:00:33
3.9,2019-02-23 22:59:16
3.9,2019-02-24 01:57:51
3.9,2019-02-24 04:56:25
3.9,2019-02-24 07:54:55
3.9,2019-02-24 10:53:30
3.9,2019-02-24 13:52:07
3.9,2019-02-24 16:50:50
3.9,2019-02-24 19:49:17
3.9,2019-02-24 22:47:57
3.9,2019-02-25 01:46:29
3.9,2019-02-25 04:45:18
3.9,2019-02-25 04:47:17
3.9,2019-02-25 07:43:41
3.9,2019-02-25 10:42:27
3.9,2019-02-25 10:44:25
3.9,2019-02-25 13:40:52
3.9,2019-02-25 16:39:34
3.9,2019-02-25 19:38:02
3.9,2019-02-25 22:36:39
3.9,2019-02-26 01:35:16
3.9,2019-02-26 04:33:50
3.9,2019-02-26 07:32:30
3.9,2019-02-26 10:31:00
3.9,2019-02-26 13:29:40
3.9,2019-02-26 16:28:12
3.9,2019-02-26 19:26:48
3.9,2019-02-26 22:25:24
3.9,2019-02-27 01:24:00
3.9,2019-02-27 04:22:35
3.9,2019-02-27 07:21:10
3.9,2019-02-27 10:19:47
3.9,2019-02-27 13:18:29
3.9,2019-02-27 16:16:57
3.9,2019-02-27 19:15:33
3.9,2019-02-27 22:14:08
3.9,2019-02-28 01:12:44
3.9,2019-02-28 04:11:20
3.9,2019-02-28 07:09:56
3.9,2019-02-28 10:08:31
3.9,2019-02-28 13:07:06
3.9,2019-02-28 16:05:48
3.9,2019-02-28 19:04:39
3.9,2019-02-28 19:06:43
3.9,2019-02-28 22:02:57
3.9,2019-03-01 01:01:29
3.9,2019-03-01 04:00:15
3.9,2019-03-01 04:02:16
3.9,2019-03-01 06:58:41
3.9,2019-03-01 09:57:23
3.9,2019-03-01 12:55:53
3.9,2019-03-01 15:54:35
3.9,2019-03-01 18:53:05
3.9,2019-03-01 21:51:40
3.9,2019-03-02 00:50:22
3.9,2019-03-02 03:48:59
3.9,2019-03-02 06:47:29
3.9,2019-03-02 09:46:16
3.9,2019-03-02 09:48:15
3.9,2019-03-02 12:44:49
3.9,2019-03-02 12:46:49
3.9,2019-03-02 15:43:16
3.9,2019-03-02 18:41:52
3.9,2019-03-02 21:40:28
3.9,2019-03-03 00:39:03
3.9,2019-03-03 03:37:39
3.9,2019-03-03 06:36:26
3.9,2019-03-03 06:38:34
3.9,2019-03-03 06:43:33
3.9,2019-03-03 09:34:51
3.9,2019-03-03 12:33:30
3.9,2019-03-03 15:32:05
3.9,2019-03-03 18:30:38
3.9,2019-03-03 21:29:21
3.9,2019-03-04 00:27:49
3.9,2019-03-04 03:26:25
3.9,2019-03-04 12:22:21
3.9,2019-03-04 12:24:26
3.9,2019-03-04 15:20:52
3.9,2019-03-04 18:19:26
3.9,2019-03-04 21:18:04
3.9,2019-03-05 00:16:46
3.9,2019-03-05 00:18:50
3.9,2019-03-05 03:15:15
3.9,2019-03-05 06:13:52
3.9,2019-03-05 09:12:26
3.9,2019-03-05 12:11:03
3.9,2019-03-05 15:09:39
3.9,2019-03-05 18:08:13
3.9,2019-03-05 21:06:49
3.9,2019-03-06 00:05:29
3.9,2019-03-06 03:04:02
3.9,2019-03-06 06:02:39
3.9,2019-03-06 09:01:14
3.9,2019-03-06 11:59:51
3.9,2019-03-06 14:58:24
3.9,2019-03-06 17:57:00
3.9,2019-03-06 20:55:39
3.9,2019-03-06 23:54:12
3.9,2019-03-07 02:52:49
3.9,2019-03-07 05:51:24
3.9,2019-03-07 08:49:59
3.9,2019-03-07 11:48:41
3.9,2019-03-07 11:50:45
3.9,2019-03-07 14:47:17
3.9,2019-03-07 14:49:21
3.9,2019-03-07 17:45:51
3.9,2019-03-07 20:44:23
3.9,2019-03-07 23:42:59
3.9,2019-03-08 02:41:36
3.9,2019-03-08 05:40:17
3.9,2019-03-08 05:42:20
3.9,2019-03-08 08:38:45
3.9,2019-03-08 11:37:28
3.9,2019-03-08 11:39:33
3.9,2019-03-08 14:36:00
3.9,2019-03-08 17:34:35
3.9,2019-03-08 20:33:10
3.9,2019-03-08 23:31:49
3.9,2019-03-09 02:30:23
3.9,2019-03-09 05:29:01
3.9,2019-03-09 08:27:40
3.9,2019-03-09 08:29:42
3.9,2019-03-09 11:26:08
3.9,2019-03-09 14:24:47
3.9,2019-03-09 17:23:20
3.9,2019-03-09 20:21:56
3.9,2019-03-09 23:20:32
3.9,2019-03-10 02:19:08
3.9,2019-03-10 05:17:46
3.9,2019-03-10 08:16:29
3.9,2019-03-10 08:18:33
3.9,2019-03-10 11:14:59
3.9,2019-03-10 14:13:31
3.9,2019-03-10 17:12:10
3.9,2019-03-10 20:10:43
3.9,2019-03-10 23:09:21
3.9,2019-03-11 02:07:55
3.9,2019-03-11 05:06:31
3.9,2019-03-11 08:05:16
3.9,2019-03-11 08:07:26
3.9,2019-03-11 08:12:28
3.9,2019-03-11 11:03:43
3.9,2019-03-11 14:02:26
3.9,2019-03-11 17:00:59
3.9,2019-03-11 17:03:04
3.9,2019-03-11 19:59:30
3.9,2019-03-11 22:58:06
3.9,2019-03-12 01:56:41
3.9,2019-03-12 04:55:19
3.9,2019-03-12 07:53:59
3.9,2019-03-12 07:56:07
3.9,2019-03-12 08:01:12
3.9,2019-03-12 10:52:29
3.9,2019-03-12 13:51:04
3.9,2019-03-12 16:49:43
3.9,2019-03-12 19:48:16
3.9,2019-03-12 22:46:54
3.9,2019-03-13 01:45:33
3.9,2019-03-13 01:47:38
3.9,2019-03-13 04:44:03
3.9,2019-03-13 07:42:43
3.9,2019-03-13 07:44:50
3.9,2019-03-13 10:41:14
3.9,2019-03-13 13:39:53
3.9,2019-03-13 16:38:27
3.9,2019-03-13 19:37:00
3.9,2019-03-13 22:35:38
3.9,2019-03-14 01:34:12
4,2019-03-14 04:32:47
3.9,2019-03-14 07:31:25
3.9,2019-03-14 10:30:03
3.9,2019-03-14 13:28:37
3.9,2019-03-14 16:27:14
3.9,2019-03-14 19:25:47
3.9,2019-03-14 22:24:30
3.9,2019-03-14 22:26:39
3.9,2019-03-14 22:31:52
3.9,2019-03-15 01:22:58
3.9,2019-03-15 04:21:33
3.9,2019-03-15 07:20:10
3.9,2019-03-15 10:18:50
3.9,2019-03-15 10:20:54
3.9,2019-03-15 13:17:20
3.9,2019-03-15 16:15:57
3.9,2019-03-15 19:14:34
3.9,2019-03-15 22:13:13
3.9,2019-03-16 01:11:45
3.9,2019-03-16 04:10:21
3.9,2019-03-16 07:08:56
3.9,2019-03-16 10:07:35
3.9,2019-03-16 10:09:40
3.9,2019-03-16 13:06:07
3.9,2019-03-16 16:04:47
3.9,2019-03-16 19:03:23
3.9,2019-03-16 22:01:54
3.9,2019-03-17 01:00:32
3.9,2019-03-17 03:59:12
3.9,2019-03-17 04:01:17
3.9,2019-03-17 06:58:03
3.9,2019-03-17 07:00:14
3.9,2019-03-17 07:05:09
3.9,2019-03-17 09:56:17
3.9,2019-03-17 12:54:54
3.9,2019-03-17 15:53:29
3.9,2019-03-17 18:52:10
3.9,2019-03-17 18:54:19
3.9,2019-03-17 18:59:29
3.9,2019-03-17 21:50:40
3.9,2019-03-18 00:49:20
3.9,2019-03-18 03:47:52
3.9,2019-03-18 06:46:28
3.9,2019-03-18 09:45:06
3.9,2019-03-18 12:43:44
3.9,2019-03-18 15:42:29
3.9,2019-03-18 15:44:42
3.9,2019-03-18 15:49:50
3.9,2019-03-18 18:40:49
3.9,2019-03-18 21:39:27
3.9,2019-03-19 00:38:02
3.9,2019-03-19 04:41:01
3.9,2019-03-19 06:35:21
3.9,2019-03-19 06:37:21
3.9,2019-03-19 09:33:50
3.7,2019-03-28 11:53:30
3.7,2019-03-28 11:58:38
3.7,2019-03-28 12:00:42
3.7,2019-03-28 12:01:48
3.9,2019-03-28 15:00:31
3.9,2019-03-28 15:02:33
3.9,2019-03-28 17:59:06
3.9,2019-03-28 18:01:17
3.9,2019-03-28 18:06:24
3.9,2019-03-28 20:57:36
3.9,2019-03-28 23:56:11
3.9,2019-03-29 02:56:52
3.8,2019-03-29 05:53:22
3.9,2019-03-29 08:51:59
3.9,2019-03-29 11:50:38
3.9,2019-03-29 11:52:43
3.9,2019-03-29 14:49:12
3.9,2019-03-29 17:47:47
3.9,2019-03-29 20:46:22
3.9,2019-03-29 23:44:53
3.9,2019-03-30 02:43:40
3.9,2019-03-30 02:45:40
3.9,2019-03-30 05:42:03
3.9,2019-03-30 08:40:48
3.9,2019-03-30 11:39:16
3.9,2019-03-30 14:38:00
3.9,2019-03-30 17:36:34
3.9,2019-03-30 17:38:46
3.9,2019-03-30 17:43:51
3.9,2019-03-30 20:35:09
3.9,2019-03-30 20:37:12
3.9,2019-03-30 23:33:39
3.9,2019-03-31 02:32:15
3.9,2019-03-31 05:30:57
3.9,2019-03-31 05:33:01
3.9,2019-03-31 08:29:40
3.9,2019-03-31 08:31:46
3.9,2019-03-31 08:37:17
3.9,2019-03-31 11:28:02
3.9,2019-03-31 14:26:39
3.9,2019-03-31 17:25:15
3.9,2019-03-31 20:23:50
3.9,2019-03-31 23:22:24
3.9,2019-04-01 02:21:03
3.9,2019-04-01 05:19:41
3.9,2019-04-01 05:21:45
3.9,2019-04-01 08:18:11
3.9,2019-04-01 11:16:47
3.9,2019-04-01 14:15:31
3.9,2019-04-01 14:17:37
3.9,2019-04-01 17:14:00
3.9,2019-04-01 20:12:36
3.9,2019-04-01 23:11:12
3.9,2019-04-02 02:09:48
3.9,2019-04-02 05:08:30
3.9,2019-04-02 05:10:37
3.9,2019-04-02 08:06:59
3.9,2019-04-02 11:05:44
3.9,2019-04-02 11:07:51
3.9,2019-04-02 14:04:12
3.9,2019-04-10 02:49:50
3.5,2019-04-10 05:48:26
3.6,2019-04-10 08:47:01
3.9,2019-04-10 11:45:36
3.9,2019-04-10 14:44:18
3.9,2019-04-10 17:42:49
3.9,2019-04-10 20:41:25
3.9,2019-04-10 23:39:59
3.9,2019-04-11 02:38:35
3.9,2019-04-11 05:37:11
3.9,2019-04-11 08:35:49
3.9,2019-04-11 11:34:31
3.9,2019-04-11 11:36:36
3.9,2019-04-11 14:32:57
3.9,2019-04-11 17:31:40
3.9,2019-04-11 17:33:47
3.9,2019-04-11 20:30:22
3.9,2019-04-11 20:32:18
3.9,2019-04-11 23:28:46
3.9,2019-04-12 02:27:20
3.9,2019-04-12 05:25:59
3.9,2019-04-12 05:28:04
3.9,2019-04-12 08:24:33
3.9,2019-04-12 11:23:05
3.9,2019-04-12 14:21:45
3.6,2019-05-03 11:42:52
3.6,2019-05-03 11:44:55
3.7,2019-05-03 11:46:21
3.9,2019-05-03 14:45:01
3.9,2019-05-03 14:47:15
3.9,2019-05-03 14:52:29
3.2,2019-06-19 08:33:16
3.2,2019-06-19 08:35:41
3.2,2019-06-19 08:40:44
3.5,2019-06-19 11:31:58
3.5,2019-06-19 11:34:00
3.5,2019-06-19 11:39:08
3.7,2019-06-19 14:30:34
3.7,2019-06-19 14:32:36
3.8,2019-06-19 17:29:05
3.8,2019-06-19 17:31:13
3.8,2019-06-19 17:36:19
3.8,2019-06-19 20:27:39
3.8,2019-06-19 20:29:48
3.8,2019-06-19 23:26:20
3.8,2019-06-19 23:28:26
3.8,2019-06-19 23:33:37
3.8,2019-06-20 02:24:54
3.8,2019-06-20 02:27:00
3.8,2019-06-20 02:32:06
3.8,2019-06-20 05:23:22
3.9,2019-06-20 08:41:54

